source	target	target_is_pointer_start	target_ids
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	EE16	0	
A382	EE1B	0	
A382	DADB	1	1479
AA8D	E94F	0	
AA8D	EC1E	0	
AA8D	DADB	1	1479
AD06	D19F	1	1416
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AD88	EDB6	0	
AD88	EDBB	0	
AFC7	EDB6	0	
AFC7	EDBB	0	
AFC7	EDB6	0	
AFC7	EDBB	0	
B0C3	ED82	0	
B0C3	ED86	0	
B0FB	E8CD	0	
B0FB	DADB	1	1479
B12C	ED82	0	
B12C	ED86	0	
B147	E88D	0	
B147	DADB	1	1479
B29A	DADB	1	1479
B2B3	ED82	0	
B2B3	ED86	0	
B54A	ED82	0	
B54A	ED86	0	
B54A	ED82	0	
B54A	ED86	0	
B58D	ED82	0	
B58D	ED86	0	
B5BA	ED82	0	
B5BA	ED86	0	
B5BA	ED82	0	
B5BA	ED86	0	
B60E	186C	0	
B60E	18A7	0	
B60E	18DF	0	
B618	ED82	0	
B618	E88D	0	
B618	E838	0	
B618	ED86	0	
B642	E92C	0	
B646	E94F	0	
B646	DADB	1	1479
B693	ED82	0	
B693	ED86	0	
B724	ED5A	0	
B724	ED5F	0	
B724	ED5A	0	
B724	ED5F	0	
B724	ED5A	0	
B724	ED5F	0	
B7DA	EADF	0	
B7DA	EACA	0	
B7E2	EA26	0	
B7E2	EACA	0	
B7EA	E980	0	
B7EA	EACA	0	
B7F2	6B84	1	846
B7F2	7103	1	883
B7FA	B631	1	887
B7FA	7103	1	883
B83D	E94F	0	
B83D	EC26	0	
B844	E94F	0	
B844	EC26	0	
B844	DADB	1	1479
BA1A	B9FC	1	1262
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C000	ED82	0	
C000	ED86	0	
C318	E88D	0	
C52B	E838	0	
C537	E838	0	
C5A9	ED82	0	
C5A9	ED86	0	
C5CD	ED82	0	
C5CD	ED86	0	
C5CD	ED82	0	
C5CD	ED86	0	
C5CD	ED82	0	
C5CD	ED86	0	
C5CD	ED82	0	
C5CD	ED86	0	
C5CD	ED82	0	
C5CD	ED86	0	
C5CD	ED82	0	
C5CD	ED86	0	
C6AF	DADB	1	1479
C710	EE0C	0	
C710	EE13	0	
C728	EE0C	0	
C728	EE13	0	
C734	ED82	0	
C734	ED86	0	
C75D	ED82	0	
C75D	ED86	0	
C76C	ED82	0	
C76C	ED86	0	
C77A	ED82	0	
C77A	ED86	0	
C794	ED82	0	
C794	ED86	0	
C7C0	ED82	0	
C7C0	ED86	0	
C7E6	ED82	0	
C7E6	ED86	0	
C890	EC37	0	
C896	EC37	0	
C89C	EC37	0	
C8A2	EC37	0	
C8A8	EC37	0	
C8AE	ECFF	0	
C8AE	ED1A	0	
C8B5	ECF0	0	
C8B5	ED1A	0	
C8BC	EC49	0	
C8CC	ED1A	0	
C92A	EC49	0	
C93D	EC49	0	
C958	EC49	0	
C965	EC49	0	
C97D	EC49	0	
C98E	EC49	0	
C9A0	EC53	0	
CA32	EC53	0	
CA36	EC64	0	
CA66	EC64	0	
CA7F	EC64	0	
CA98	EC64	0	
CAB3	EC64	0	
CACD	EC64	0	
CAF0	E96C	0	
CAF0	EC7C	0	
CAFC	EC64	0	
CB14	EC64	0	
CB28	EC64	0	
CB4B	EC64	0	
CB67	EC64	0	
CB90	EC64	0	
CBAB	EC64	0	
CBAB	EC7C	0	
CBBF	EC64	0	
CBE4	EC64	0	
CC11	EC64	0	
CC2D	EC64	0	
CC49	EC64	0	
CC6C	EC64	0	
CC84	EC64	0	
CCB0	EC64	0	
CCC9	EC64	0	
CCE1	EC64	0	
CCFD	EC64	0	
CD16	EC64	0	
CD2C	EC64	0	
CD4B	EC64	0	
CD6A	EC64	0	
CD8C	EC64	0	
CDBB	EC64	0	
CDD4	EC64	0	
CDF8	EC64	0	
CE17	EC64	0	
CE33	EC64	0	
CE52	EC64	0	
CE70	EC64	0	
D09B	ED82	0	
D09B	ED86	0	
D09B	ED82	0	
D09B	ED86	0	
D23C	ED62	0	
D23C	ED6A	0	
D23C	ED62	0	
D23C	ED6A	0	
D275	ED62	0	
D275	ED6A	0	
D2D0	ED6D	0	
D2D0	ED74	0	
D2D0	ED6D	0	
D2D0	ED74	0	
D526	EDB6	0	
D526	EDBB	0	
D55E	EDAE	0	
D55E	EDB3	0	
D7C9	ED82	0	
D7C9	ED86	0	
D91D	7FA1	0	
DA45	ED82	0	
DA45	EC88	0	
DA45	ED86	0	
DA4F	ED82	0	
DA4F	EC9C	0	
DA4F	ED86	0	
DA59	ED82	0	
DA59	ECAD	0	
DA59	ED86	0	
DA83	7FA1	0	
DACC	ED82	0	
DACC	ED86	0	
DAE0	ED6D	0	
DAE0	E961	0	
DAE0	ED74	0	
DAF5	E8BD	0	
DAFA	DADB	1	1479
DB03	E94F	0	
DB03	DADB	1	1479
DB21	E94F	0	
DB21	EBBE	0	
DB21	DADB	1	1479
DB2D	E94F	0	
DB2D	EDA6	0	
DB2D	E9D5	0	
DB2D	EDAB	0	
DB78	1535	0	
DC0B	9E15	0	
DC0B	DADB	1	1479
DC81	EC1E	0	
DC81	DADB	1	1479
DC8E	E94F	0	
DC8E	DADB	1	1479
DCBC	DADB	1	1479
DD60	3407	1	487
DD60	DADB	1	1479
DD67	E94F	0	
DD67	E985	0	
DD6F	E94F	0	
DD6F	E9B5	0	
DDAD	E94F	0	
DDAD	DADB	1	1479
DE21	ED82	0	
DE21	ED86	0	
DEBD	ED5A	0	
DEBD	ED5F	0	
DEBD	ED5A	0	
DEBD	ED5F	0	
DEBD	ED5A	0	
DEBD	ED5F	0	
DF54	ED82	0	
DF54	ED86	0	
DF6D	ED82	0	
DF6D	ED86	0	
DF8D	ED82	0	
DF8D	ED86	0	
DF8D	ED82	0	
DF8D	ED86	0	
DFE7	ECD1	0	
E040	ECD1	0	
E040	ED82	0	
E040	ED86	0	
E040	ED82	0	
E040	ED86	0	
E11E	ED89	0	
E11E	ED8F	0	
E11E	ED89	0	
E11E	ED8F	0	
E18E	ED89	0	
E18E	ED8F	0	
E2F7	ECE0	0	
E2F7	ED10	0	
E2FE	ECF0	0	
E2FE	ED10	0	
E305	ECFF	0	
E305	ED10	0	
E30C	ED10	0	
E310	ED27	0	
E314	ED34	0	
E386	ED82	0	
E386	ED86	0	
E3B1	ED82	0	
E3B1	ED86	0	
E3C3	ED82	0	
E3C3	ED86	0	
E3D5	ED82	0	
E3D5	ED86	0	
E3E7	ED82	0	
E3E7	ED86	0	
E3F9	ED82	0	
E3F9	ED86	0	
E40D	ED82	0	
E40D	ED86	0	
E421	ED82	0	
E421	ED86	0	
E435	ED82	0	
E435	ED86	0	
E46E	EC64	0	
E46E	EC7C	0	
E491	EC64	0	
E49F	EC64	0	
E4AF	EC64	0	
E4DA	EC64	0	
E506	ED89	0	
E506	E977	0	
E506	ED8F	0	
E510	ED43	0	
E510	ED82	0	
E510	ED4E	0	
E510	ED86	0	
E51E	E8D6	0	
E51E	E8E2	0	
E54B	1535	0	
E55B	EDAE	0	
E55B	E9F6	0	
E55B	EDB3	0	
E566	EDAE	0	
E566	E9F6	0	
E566	EDB3	0	
E5E4	E94F	0	
E5E4	DADB	1	1479
E5F9	E94F	0	
E5F9	DADB	1	1479
E6BB	EC88	0	
E6C0	EC9C	0	
E6C5	ECAD	0	
E6EC	E94F	0	
E6EC	E819	0	
E6F4	E94F	0	
E6FC	E94F	0	
E711	E94F	0	
E722	ED89	0	
E722	EBBE	0	
E722	ED8F	0	
E7B4	EC37	0	
E7D0	ED82	0	
E7D7	ED86	0	
E7DE	ED86	0	
E821	DADB	1	1479
E82C	ED82	0	
E849	ED82	0	
E849	ED86	0	
E8A9	ED86	0	
E90F	E94F	0	
E90F	EE16	0	
E90F	EE1B	0	
E92C	E94F	0	
E92C	EE16	0	
E92C	EE1B	0	
E94F	ED82	0	
E94F	ED86	0	
E96C	EC64	0	
E980	1B2D	0	
E985	DADB	1	1479
E9B5	DADB	1	1479
E9F6	EDB3	0	
E9F6	EDB6	0	
E9F6	EDBB	0	
EA26	E87A	0	
EA3D	EA34	0	
EA76	EDEF	0	
EA76	EDF5	0	
EA9C	ED82	0	
EA9C	ED86	0	
EBD2	EDDA	0	
EBD2	EDE1	0	
EBE4	ED5A	0	
EBE4	ED5F	0	
EC26	EE0C	0	
EC26	EE13	0	
EC64	EC53	0	
ECD1	ED82	0	
ECD1	ED86	0	
EDEF	E843	0	
